CentroNv2,Mes Ano,Regiao_IM,Municipio,UF,Transações
L5266-MATEO BEI,2026-02-01,Capital,SÃO PAULO,SP,6911
L5267-JAU,2026-02-01,Interior,JAÚ,SP,2936
L5268-TIBURCIO,2026-02-01,Capital,SÃO PAULO,SP,7615
L5272-ILHABELA,2026-02-01,Litoral,ILHABELA,SP,7346
L5273-MORRO GRANDE,2026-02-01,Capital,SÃO PAULO,SP,5884
L5277-VILA CURUCA (NORDESTINA),2026-02-01,Capital,SÃO PAULO,SP,7350
L5278-ITAPECERICA DA SERRA,2026-02-01,RMSP,ITAPECERICA DA SERRA,SP,6398
L5279-BOX CAIEIRAS,2026-02-01,RMSP,CAIEIRAS,SP,5081
L5281-OLIVEIRA FREIRE,2026-02-01,Capital,SÃO PAULO,SP,5744
L5282-PARQUE OLIMPICO,2026-02-01,RJ,RIO DE JANEIRO,RJ,6898
L5283-ALDEIA DA SERRA,2026-02-01,RMSP,BARUERI,SP,4823
L5284-25 DE AGOSTO,2026-02-01,RJ,DUQUE DE CAXIAS,RJ,4749
L5290-SAO LOURENCO,2026-02-01,Litoral,BERTIOGA,SP,5387
L5001-RIBEIRAO PRETO (0217),2026-03-01,Interior,RIBEIRÃO PRETO,SP,10211
L5002-ALPHAVILLE (0290),2026-03-01,RMSP,BARUERI,SP,8695
L5003-LINS (0340),2026-03-01,Interior,LINS,SP,8563
L5004-CAMPO BELO (0448),2026-03-01,Capital,SÃO PAULO,SP,7033
L5005-BROOKLIN (0475),2026-03-01,Capital,SÃO PAULO,SP,6905
L5006-MARAJOARA (0487),2026-03-01,Capital,SÃO PAULO,SP,8402
L5007-KLABIN (0496),2026-03-01,Capital,SÃO PAULO,SP,4441
L5008-SCS MAUA (0500),2026-03-01,RMSP,SÃO CAETANO DO SUL,SP,5803
L5009-PIRITUBA (0508),2026-03-01,Capital,SÃO PAULO,SP,8850
L5012-SOROCABA (0527),2026-03-01,Interior,SOROCABA,SP,3053
L5013-GRANJA VIANA (0545),2026-03-01,RMSP,COTIA,SP,5679
L5014-ROUXINOL (0567),2026-03-01,Capital,SÃO PAULO,SP,6750
L5015-BARAO ITAPURA (0570),2026-03-01,Interior,CAMPINAS,SP,4928
L5016-ANDRADINA (0573),2026-03-01,Interior,ANDRADINA,SP,4271
L5017-LEOPOLDINA (0576),2026-03-01,Capital,SÃO PAULO,SP,5961
L5018-MOEMA JURUCE (0584),2026-03-01,Capital,SÃO PAULO,SP,9669
L5019-ANGELICA (0684),2026-03-01,Capital,SÃO PAULO,SP,10134
L5020-VILA MARIANA 2 (0779),2026-03-01,Capital,SÃO PAULO,SP,8797
L5021-VILA SAUDE (0782),2026-03-01,Capital,SÃO PAULO,SP,9164
L5022-SAO CAETANO CENTRO (0811),2026-03-01,RMSP,SÃO CAETANO DO SUL,SP,10536
L5023-JOSE BONIFACIO (0813),2026-03-01,Interior,CAMPINAS,SP,4893
L5024-VALINHOS (0814),2026-03-01,Interior,VALINHOS,SP,8570
L5025-PANAMBY (0817),2026-03-01,Capital,SÃO PAULO,SP,7304
L5026-VILA MARIA (0818),2026-03-01,Capital,SÃO PAULO,SP,6194
L5027-ACLIMACAO (0851),2026-03-01,Capital,SÃO PAULO,SP,9240
L5028-VILA PAULICEIA (0853),2026-03-01,Capital,SÃO PAULO,SP,6703
L5030-SAUDADE (0856),2026-03-01,Interior,CAMPINAS,SP,8419
L5031-PERDIZES (0860),2026-03-01,Capital,SÃO PAULO,SP,8505
L5033-SANTANA (0868),2026-03-01,Capital,SÃO PAULO,SP,4943
L5034-D. PEDRO ll (0873),2026-03-01,RMSP,SANTO ANDRÉ,SP,7135
L5035-TREMEMBE (0875),2026-03-01,Capital,SÃO PAULO,SP,6561
L5037-VILA ROMANA (0880),2026-03-01,Capital,SÃO PAULO,SP,7059
L5038-SAO JOSE DOS CAMPOS (0886),2026-03-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,8045
L5039-ZELINA (1208),2026-03-01,Capital,SÃO PAULO,SP,8726
L5040-GUARULHOS (1211),2026-03-01,RMSP,GUARULHOS,SP,8778
L5041-TAUBATE (1224),2026-03-01,Interior,TAUBATÉ,SP,4821
L5042-IPIRANGA (1237),2026-03-01,Capital,SÃO PAULO,SP,11451
L5043-PORTUGAL (1239),2026-03-01,RMSP,SANTO ANDRÉ,SP,8701
L5044-INDAIATUBA (1243),2026-03-01,Interior,INDAIATUBA,SP,8245
L5045-TATUAPE (1247),2026-03-01,Capital,SÃO PAULO,SP,8355
L5046-VILA CARRAO (1248),2026-03-01,Capital,SÃO PAULO,SP,8659
L5047-SAO BERNARDO (1255),2026-03-01,RMSP,SÃO BERNARDO DO CAMPO,SP,10196
L5048-SJC ANDROMEDA (1261),2026-03-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,7070
L5049-RIB.PRETO INDEPENDENCIA (1266),2026-03-01,Interior,RIBEIRÃO PRETO,SP,4004
L5050-SOROCABA W.LUIZ (1273),2026-03-01,Interior,SOROCABA,SP,6187
L5051-VILA PRUDENTE (1276),2026-03-01,Capital,SÃO PAULO,SP,7371
L5052-PINHEIROS (1277),2026-03-01,Capital,SÃO PAULO,SP,4502
L5053-MORUMBI (1278),2026-03-01,Capital,SÃO PAULO,SP,7790
L5054-PLANALTO (1279),2026-03-01,Capital,SÃO PAULO,SP,6945
L5055-CAMBUCI (1284),2026-03-01,Capital,SÃO PAULO,SP,9642
L5056-PENHA (1285),2026-03-01,Capital,SÃO PAULO,SP,9003
L5057-BOQUEIRAO (1289),2026-03-01,Litoral,SANTOS,SP,9979
L5058-JD. BONFIGLIOLI (1291),2026-03-01,Capital,SÃO PAULO,SP,9969
L5059-TUTOIA (1294),2026-03-01,Capital,SÃO PAULO,SP,7500
L5060-RIVIERA (1300),2026-03-01,Litoral,BERTIOGA,SP,0
L5061-BOSQUE MAIA (1304),2026-03-01,RMSP,GUARULHOS,SP,7165
L5062-ASSUNCAO (1310),2026-03-01,RMSP,SÃO BERNARDO DO CAMPO,SP,11535
L5063-SAO CAMILO (1311),2026-03-01,RMSP,COTIA,SP,5240
L5064-CHACARA INGLESA (1312),2026-03-01,Capital,SÃO PAULO,SP,8457
L5065-LINS DE VASCONCELOS (1313),2026-03-01,Capital,SÃO PAULO,SP,7627
L5066-CARAPICUIBA (1317),2026-03-01,RMSP,CARAPICUÍBA,SP,6519
L5067-CHACARA ST. ANTONIO (1318),2026-03-01,Capital,SÃO PAULO,SP,6506
L5068-BOSQUE DA SAUDE (1321),2026-03-01,Capital,SÃO PAULO,SP,8646
L5069-AGUA RASA (1322),2026-03-01,Capital,SÃO PAULO,SP,8592
L5070-BORGES LAGOA (1323),2026-03-01,Capital,SÃO PAULO,SP,5804
L5071-BELA VISTA (1326),2026-03-01,Capital,SÃO PAULO,SP,11009
L5072-SERRA DE JAPI (1330),2026-03-01,Capital,SÃO PAULO,SP,6957
L5073-VILA GUILHERME (1331),2026-03-01,Capital,SÃO PAULO,SP,8649
L5074-VOLUNTARIOS DA PATRIA (1335),2026-03-01,Capital,SÃO PAULO,SP,5561
L5076-PIRACICABA (1337),2026-03-01,Interior,PIRACICABA,SP,7066
L5077-OSCAR FREIRE (1341),2026-03-01,Capital,SÃO PAULO,SP,8645
L5078-CAMPO BELO 2 (1342),2026-03-01,Capital,SÃO PAULO,SP,4955
L5081-VILA OLIMPIA (1345),2026-03-01,Capital,SÃO PAULO,SP,5061
L5082-VILA ANDRADE (1346),2026-03-01,Capital,SÃO PAULO,SP,7797
L5083-BARCELONA (1347),2026-03-01,RMSP,SÃO CAETANO DO SUL,SP,6279
L5084-GUAIPA (1349),2026-03-01,Capital,SÃO PAULO,SP,6853
L5086-PORTAL DO MORUMBI (1352),2026-03-01,Capital,SÃO PAULO,SP,11612
L5087-ALBERTO ANDALO (1353),2026-03-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,5063
L5088-PONTA DA PRAIA (1363),2026-03-01,Litoral,SANTOS,SP,11851
L5089-BOA VISTA (1364),2026-03-01,RMSP,SÃO CAETANO DO SUL,SP,7000
L5090-NORTE SUL (1365),2026-03-01,Interior,CAMPINAS,SP,5617
L5091-NOVA CANTAREIRA (1366),2026-03-01,Capital,SÃO PAULO,SP,7557
L5092-VILA AUGUSTA (1374),2026-03-01,RMSP,GUARULHOS,SP,7737
L5093-PERDIZES 2 (1376),2026-03-01,Capital,SÃO PAULO,SP,7220
L5095-VILLA LOBOS (1380),2026-03-01,Capital,SÃO PAULO,SP,4480
L5097-JUNDIAI (1404),2026-03-01,Interior,JUNDIAÍ,SP,6654
L5098-AUTONOMISTAS (1405),2026-03-01,RMSP,OSASCO,SP,10486
L5099-VILA MATILDE (1421),2026-03-01,Capital,SÃO PAULO,SP,10899
L5100-INTERLAGOS (1431),2026-03-01,Capital,SÃO PAULO,SP,7793
L5101-CIDADE SAO FRANCISCO (1432),2026-03-01,Capital,SÃO PAULO,SP,7237
L5102-POMPEIA DESEMBARGADOR (1449),2026-03-01,Capital,SÃO PAULO,SP,8902
L5103-ATIBAIA (1454),2026-03-01,Interior,ATIBAIA,SP,13048
L5105-DOM PEDRO I (1457),2026-03-01,RMSP,SANTO ANDRÉ,SP,7961
L5106-GUILHERMINA (1516),2026-03-01,Litoral,PRAIA GRANDE,SP,8257
L5107-MANDAQUI (1521),2026-03-01,Capital,SÃO PAULO,SP,6267
L5108-MOGI DAS CRUZES (1527),2026-03-01,RMSP,MOGI DAS CRUZES,SP,6755
L5109-SANTOS POMPEIA,2026-03-01,Litoral,SANTOS,SP,10164
L5111-VINHEDO,2026-03-01,Interior,VINHEDO,SP,4242
L5112-BAURU,2026-03-01,Interior,BAURU,SP,3536
L5113-ANASTACIO,2026-03-01,Capital,SÃO PAULO,SP,8331
L5114-106 ASA SUL,2026-03-01,DF,BRASÍLIA,DF,4627
L5116-ENSEADA,2026-03-01,Litoral,GUARUJÁ,SP,5559
L5117-NOVA GRANADA,2026-03-01,RMSP,OSASCO,SP,10020
L5118-ARACATUBA,2026-03-01,Interior,ARAÇATUBA,SP,3534
L5119-AGUAS CLARAS (ARAUCARIAS),2026-03-01,DF,BRASÍLIA,DF,7666
L5120-ITU,2026-03-01,Interior,ITU,SP,6071
L5121-VILA MASCOTE,2026-03-01,Capital,SÃO PAULO,SP,10340
L5122-PONTE RASA,2026-03-01,Capital,SÃO PAULO,SP,10759
L5123-SAO VICENTE,2026-03-01,Litoral,SÃO VICENTE,SP,9141
L5124-BOTUCATU,2026-03-01,Interior,BOTUCATU,SP,6041
L5126-CELSO GARCIA,2026-03-01,Capital,SÃO PAULO,SP,9664
L5127-SAO ROQUE,2026-03-01,Interior,SÃO ROQUE,SP,10170
L5129-REAL PARQUE,2026-03-01,Capital,SÃO PAULO,SP,4067
L5130-TUPI,2026-03-01,Litoral,PRAIA GRANDE,SP,8010
L5131-TAUBATE SAO GERALDO,2026-03-01,Interior,TAUBATÉ,SP,5173
L5132-CANTO DO FORTE,2026-03-01,Litoral,PRAIA GRANDE,SP,8108
L5134-GILBERTO SALOMAO,2026-03-01,DF,BRASÍLIA,DF,4014
L5135-402 ASA SUL,2026-03-01,DF,BRASÍLIA,DF,3444
L5136-RIB.PRETO ALTO DA BOA VISTA,2026-03-01,Interior,RIBEIRÃO PRETO,SP,5383
L5138-306 ASA NORTE,2026-03-01,DF,BRASÍLIA,DF,7134
L5139-SBC RUDGE RAMOS,2026-03-01,RMSP,SÃO BERNARDO DO CAMPO,SP,8468
L5140-OSASCO KM 18,2026-03-01,RMSP,OSASCO,SP,9461
L5141-ALTO TAQUARAL,2026-03-01,Interior,CAMPINAS,SP,5291
L5142-MARILIA,2026-03-01,Interior,MARÍLIA,SP,4121
L5143-AQUARIUS,2026-03-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,7271
L5144-EMBU DAS ARTES,2026-03-01,RMSP,EMBU DAS ARTES,SP,7330
L5145-TAMBORE,2026-03-01,RMSP,SANTANA DE PARNAÍBA,SP,4362
L5146-ITATIBA,2026-03-01,Interior,ITATIBA,SP,5661
L5147-ROLAND GARROS,2026-03-01,Capital,SÃO PAULO,SP,6624
L5148-PARQUE DO CARMO,2026-03-01,Capital,SÃO PAULO,SP,7339
L5149-ALTO DA MOOCA,2026-03-01,Capital,SÃO PAULO,SP,11695
L5150-ARARAQUARA,2026-03-01,Interior,ARARAQUARA,SP,6179
L5151-PINDAMONHANGABA,2026-03-01,Interior,PINDAMONHANGABA,SP,4243
L5152-ALTO DA BOA VISTA,2026-03-01,Capital,SÃO PAULO,SP,8499
L5153-EMBARE,2026-03-01,Litoral,SANTOS,SP,13537
L5154-RIO CLARO,2026-03-01,Interior,RIO CLARO,SP,3730
L5155-SUZANO,2026-03-01,RMSP,SUZANO,SP,7554
L5156-JARDIM PRUDENCIA,2026-03-01,Capital,SÃO PAULO,SP,8997
L5158-LEBLON,2026-03-01,RJ,RIO DE JANEIRO,RJ,6961
L5159-COTIA KM 39,2026-03-01,RMSP,COTIA,SP,8111
L5160-GUARATINGUETA,2026-03-01,Interior,GUARATINGUETÁ,SP,6375
L5161-ITANHAEM,2026-03-01,Litoral,ITANHAÉM,SP,8026
L5163-TAQUARI,2026-03-01,DF,BRASÍLIA,DF,4602
L5164-ITAPETININGA,2026-03-01,Interior,ITAPETININGA,SP,5587
L5165-MOGI DAS CRUZES MOGILAR,2026-03-01,RMSP,MOGI DAS CRUZES,SP,7204
L5166-MAIRIPORA,2026-03-01,RMSP,MAIRIPORÃ,SP,7000
L5168-SALTO,2026-03-01,Interior,SALTO,SP,5626
L5169-JACAREI,2026-03-01,Interior,JACAREÍ,SP,6971
L5172-PRESIDENTE PRUDENTE,2026-03-01,Interior,PRESIDENTE PRUDENTE,SP,5573
L5173-PERUIBE,2026-03-01,Litoral,PERUÍBE,SP,6742
L5174-PERI PERI,2026-03-01,Capital,SÃO PAULO,SP,6279
L5175-PARQUE SAO LUCAS,2026-03-01,Capital,SÃO PAULO,SP,10335
L5176-BRAGANCA PAULISTA,2026-03-01,Interior,BRAGANÇA PAULISTA,SP,11459
L5177-FREGUESIA DO O,2026-03-01,Capital,SÃO PAULO,SP,8546
L5178-PERIMETRAL,2026-03-01,RMSP,SANTO ANDRÉ,SP,7844
L5179-VILA YARA,2026-03-01,RMSP,OSASCO,SP,9809
L5180-FREI CANECA,2026-03-01,Capital,SÃO PAULO,SP,8690
L5181-RIBEIRAO PIRES,2026-03-01,RMSP,RIBEIRÃO PIRES,SP,7071
L5182-SAO JOSE DO RIO PRETO (DAMHA),2026-03-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,4526
L5184-PRACA VARNHAGEM,2026-03-01,RJ,RIO DE JANEIRO,RJ,8828
L5185-CLODOMIRO,2026-03-01,Capital,SÃO PAULO,SP,4435
L5186-VILA DAS MERCES,2026-03-01,Capital,SÃO PAULO,SP,8013
L5187-MUTIRAO,2026-03-01,GO,GOIÂNIA,GO,4468
L5188-CAJAMAR,2026-03-01,RMSP,CAJAMAR,SP,10534
L5192-ALPHAVILLE CONDE,2026-03-01,RMSP,BARUERI,SP,8475
L5193-COTIA,2026-03-01,RMSP,COTIA,SP,7346
L5195-LEME,2026-03-01,Interior,LEME,SP,3814
L5197-LIMEIRA,2026-03-01,Interior,LIMEIRA,SP,4483
L5198-VILA RESENDE,2026-03-01,Interior,PIRACICABA,SP,5123
L5199-CASA VERDE,2026-03-01,Capital,SÃO PAULO,SP,8114
L5200-JUVENTUS,2026-03-01,Capital,SÃO PAULO,SP,7181
L5201-ANA COSTA,2026-03-01,Litoral,SANTOS,SP,11550
L5202-VILA CAICARA,2026-03-01,Litoral,PRAIA GRANDE,SP,9712
L5204-ITAQUA,2026-03-01,RMSP,ITAQUAQUECETUBA,SP,6885
L5205-GRANJA KM 26,2026-03-01,RMSP,COTIA,SP,4343
L5206-CACHOEIRINHA,2026-03-01,Capital,SÃO PAULO,SP,4977
L5207-SANTO ANDRE ORATORIO,2026-03-01,RMSP,SANTO ANDRÉ,SP,10075
L5209-ITABERABA,2026-03-01,Capital,SÃO PAULO,SP,8846
L5210-CAMPANELLA,2026-03-01,Capital,SÃO PAULO,SP,9120
L5213-REMEDIOS ONIX,2026-03-01,Capital,SÃO PAULO,SP,6891
L5214-SAO MIGUEL,2026-03-01,Capital,SÃO PAULO,SP,7942
L5215-VILA EMA,2026-03-01,Capital,SÃO PAULO,SP,8611
L5216-UBATUBA,2026-03-01,Litoral,UBATUBA,SP,5733
L5218-PARELHEIROS,2026-03-01,Capital,SÃO PAULO,SP,9937
L5219-AV. ITAQUERA,2026-03-01,Capital,SÃO PAULO,SP,7237
L5220-PLANALTO,2026-03-01,RMSP,SÃO BERNARDO DO CAMPO,SP,5260
L5221-BARUERI (BETHAVILLE),2026-03-01,RMSP,BARUERI,SP,7179
L5223-CAMPO LIMPO,2026-03-01,Capital,SÃO PAULO,SP,13016
L5225-ARUJA,2026-03-01,RMSP,ARUJÁ,SP,7341
L5227-CRUZEIRO,2026-03-01,Interior,CRUZEIRO,SP,5185
L5229-GLAUCIO GIL,2026-03-01,RJ,RIO DE JANEIRO,RJ,6491
L5230-LARGO DO MACHADO,2026-03-01,RJ,RIO DE JANEIRO,RJ,12373
L5231-SOROCABA PANNUNZIO,2026-03-01,Interior,SOROCABA,SP,6787
L5232-PARQUE ECOLOGICO,2026-03-01,Interior,INDAIATUBA,SP,8593
L5233-MONGAGUA,2026-03-01,Litoral,MONGAGUÁ,SP,7814
L5235-LOUVEIRA,2026-03-01,Interior,LOUVEIRA,SP,4355
L5236-JACAREI VILLA BRANCA,2026-03-01,Interior,JACAREÍ,SP,5160
L5237-PAULINIA,2026-03-01,Interior,PAULÍNIA,SP,7210
L5239-CACAPAVA,2026-03-01,Interior,CAÇAPAVA,SP,5498
L5240-BARAO GERALDO,2026-03-01,Interior,CAMPINAS,SP,5999
L5241-ITAPEVI,2026-03-01,RMSP,ITAPEVI,SP,8904
L5242-RECREIO,2026-03-01,RJ,RIO DE JANEIRO,RJ,3093
L5243-MONTE CASTELO,2026-03-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,4940
L5244-TAGUATINGA SUL,2026-03-01,DF,BRASÍLIA,DF,4484
L5245-MAUA 2,2026-03-01,RMSP,MAUÁ,SP,9457
L5246-MALL MULTI GERMINARE,2026-03-01,Capital,SÃO PAULO,SP,16259
L5248-SBC PEREIRA BARRETO,2026-03-01,RMSP,SÃO BERNARDO DO CAMPO,SP,8271
L5249-SANTA TERESINHA,2026-03-01,RMSP,SANTO ANDRÉ,SP,8177
L5250-VILA RICA,2026-03-01,Capital,SÃO PAULO,SP,6902
L5251-JANGADEIROS,2026-03-01,Capital,SÃO PAULO,SP,7124
L5252-14 DE DEZEMBRO,2026-03-01,Interior,JUNDIAÍ,SP,7483
L5253-HORTO,2026-03-01,Capital,SÃO PAULO,SP,5942
L5259-ALL WAYS MALL,2026-03-01,RJ,RIO DE JANEIRO,RJ,5111
L5261-UNIMART,2026-03-01,Interior,CAMPINAS,SP,8451
L5262-URBANOVA,2026-03-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,4878
L5266-MATEO BEI,2026-03-01,Capital,SÃO PAULO,SP,7551
L5267-JAU,2026-03-01,Interior,JAÚ,SP,3247
L5268-TIBURCIO,2026-03-01,Capital,SÃO PAULO,SP,8281
L5272-ILHABELA,2026-03-01,Litoral,ILHABELA,SP,7946
L5273-MORRO GRANDE,2026-03-01,Capital,SÃO PAULO,SP,6200
L5277-VILA CURUCA (NORDESTINA),2026-03-01,Capital,SÃO PAULO,SP,7677
L5278-ITAPECERICA DA SERRA,2026-03-01,RMSP,ITAPECERICA DA SERRA,SP,7025
L5279-BOX CAIEIRAS,2026-03-01,RMSP,CAIEIRAS,SP,5355
L5281-OLIVEIRA FREIRE,2026-03-01,Capital,SÃO PAULO,SP,6475
L5282-PARQUE OLIMPICO,2026-03-01,RJ,RIO DE JANEIRO,RJ,7242
L5283-ALDEIA DA SERRA,2026-03-01,RMSP,BARUERI,SP,5023
L5284-25 DE AGOSTO,2026-03-01,RJ,DUQUE DE CAXIAS,RJ,5073
L5290-SAO LOURENCO,2026-03-01,Litoral,BERTIOGA,SP,4934
L5293-DIADEMA,2026-03-01,RMSP,DIADEMA,SP,11152
L5001-RIBEIRAO PRETO (0217),2026-04-01,Interior,RIBEIRÃO PRETO,SP,11477
L5002-ALPHAVILLE (0290),2026-04-01,RMSP,BARUERI,SP,9285
L5003-LINS (0340),2026-04-01,Interior,LINS,SP,8515
L5004-CAMPO BELO (0448),2026-04-01,Capital,SÃO PAULO,SP,7229
L5005-BROOKLIN (0475),2026-04-01,Capital,SÃO PAULO,SP,6953
L5006-MARAJOARA (0487),2026-04-01,Capital,SÃO PAULO,SP,9298
L5007-KLABIN (0496),2026-04-01,Capital,SÃO PAULO,SP,4426
L5008-SCS MAUA (0500),2026-04-01,RMSP,SÃO CAETANO DO SUL,SP,6168
L5009-PIRITUBA (0508),2026-04-01,Capital,SÃO PAULO,SP,9766
L5012-SOROCABA (0527),2026-04-01,Interior,SOROCABA,SP,3346
L5013-GRANJA VIANA (0545),2026-04-01,RMSP,COTIA,SP,5326
L5014-ROUXINOL (0567),2026-04-01,Capital,SÃO PAULO,SP,6815
L5015-BARAO ITAPURA (0570),2026-04-01,Interior,CAMPINAS,SP,4948
L5016-ANDRADINA (0573),2026-04-01,Interior,ANDRADINA,SP,4811
L5017-LEOPOLDINA (0576),2026-04-01,Capital,SÃO PAULO,SP,5963
L5018-MOEMA JURUCE (0584),2026-04-01,Capital,SÃO PAULO,SP,9879
L5019-ANGELICA (0684),2026-04-01,Capital,SÃO PAULO,SP,10787
L5020-VILA MARIANA 2 (0779),2026-04-01,Capital,SÃO PAULO,SP,8722
L5021-VILA SAUDE (0782),2026-04-01,Capital,SÃO PAULO,SP,9361
L5022-SAO CAETANO CENTRO (0811),2026-04-01,RMSP,SÃO CAETANO DO SUL,SP,10904
L5023-JOSE BONIFACIO (0813),2026-04-01,Interior,CAMPINAS,SP,4987
L5024-VALINHOS (0814),2026-04-01,Interior,VALINHOS,SP,8903
L5025-PANAMBY (0817),2026-04-01,Capital,SÃO PAULO,SP,7966
L5026-VILA MARIA (0818),2026-04-01,Capital,SÃO PAULO,SP,7107
L5027-ACLIMACAO (0851),2026-04-01,Capital,SÃO PAULO,SP,9507
L5028-VILA PAULICEIA (0853),2026-04-01,Capital,SÃO PAULO,SP,7120
L5030-SAUDADE (0856),2026-04-01,Interior,CAMPINAS,SP,8941
L5031-PERDIZES (0860),2026-04-01,Capital,SÃO PAULO,SP,8169
L5033-SANTANA (0868),2026-04-01,Capital,SÃO PAULO,SP,5294
L5034-D. PEDRO ll (0873),2026-04-01,RMSP,SANTO ANDRÉ,SP,7479
L5035-TREMEMBE (0875),2026-04-01,Capital,SÃO PAULO,SP,7165
L5037-VILA ROMANA (0880),2026-04-01,Capital,SÃO PAULO,SP,7377
L5038-SAO JOSE DOS CAMPOS (0886),2026-04-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,8329
L5039-ZELINA (1208),2026-04-01,Capital,SÃO PAULO,SP,9572
L5040-GUARULHOS (1211),2026-04-01,RMSP,GUARULHOS,SP,9500
L5041-TAUBATE (1224),2026-04-01,Interior,TAUBATÉ,SP,5411
L5042-IPIRANGA (1237),2026-04-01,Capital,SÃO PAULO,SP,12301
L5043-PORTUGAL (1239),2026-04-01,RMSP,SANTO ANDRÉ,SP,8897
L5044-INDAIATUBA (1243),2026-04-01,Interior,INDAIATUBA,SP,8455
L5045-TATUAPE (1247),2026-04-01,Capital,SÃO PAULO,SP,9106
L5046-VILA CARRAO (1248),2026-04-01,Capital,SÃO PAULO,SP,9152
L5047-SAO BERNARDO (1255),2026-04-01,RMSP,SÃO BERNARDO DO CAMPO,SP,10705
L5048-SJC ANDROMEDA (1261),2026-04-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,7787
L5049-RIB.PRETO INDEPENDENCIA (1266),2026-04-01,Interior,RIBEIRÃO PRETO,SP,4243
L5050-SOROCABA W.LUIZ (1273),2026-04-01,Interior,SOROCABA,SP,6823
L5051-VILA PRUDENTE (1276),2026-04-01,Capital,SÃO PAULO,SP,7877
L5052-PINHEIROS (1277),2026-04-01,Capital,SÃO PAULO,SP,4875
L5053-MORUMBI (1278),2026-04-01,Capital,SÃO PAULO,SP,7926
L5054-PLANALTO (1279),2026-04-01,Capital,SÃO PAULO,SP,7692
L5055-CAMBUCI (1284),2026-04-01,Capital,SÃO PAULO,SP,10008
L5056-PENHA (1285),2026-04-01,Capital,SÃO PAULO,SP,9611
L5057-BOQUEIRAO (1289),2026-04-01,Litoral,SANTOS,SP,10156
L5058-JD. BONFIGLIOLI (1291),2026-04-01,Capital,SÃO PAULO,SP,10581
L5059-TUTOIA (1294),2026-04-01,Capital,SÃO PAULO,SP,7452
L5060-RIVIERA (1300),2026-04-01,Litoral,BERTIOGA,SP,0
L5061-BOSQUE MAIA (1304),2026-04-01,RMSP,GUARULHOS,SP,7847
L5062-ASSUNCAO (1310),2026-04-01,RMSP,SÃO BERNARDO DO CAMPO,SP,11969
L5063-SAO CAMILO (1311),2026-04-01,RMSP,COTIA,SP,5549
L5064-CHACARA INGLESA (1312),2026-04-01,Capital,SÃO PAULO,SP,9191
L5065-LINS DE VASCONCELOS (1313),2026-04-01,Capital,SÃO PAULO,SP,7798
L5066-CARAPICUIBA (1317),2026-04-01,RMSP,CARAPICUÍBA,SP,6797
L5067-CHACARA ST. ANTONIO (1318),2026-04-01,Capital,SÃO PAULO,SP,6907
L5068-BOSQUE DA SAUDE (1321),2026-04-01,Capital,SÃO PAULO,SP,9428
L5069-AGUA RASA (1322),2026-04-01,Capital,SÃO PAULO,SP,9330
L5070-BORGES LAGOA (1323),2026-04-01,Capital,SÃO PAULO,SP,6176
L5071-BELA VISTA (1326),2026-04-01,Capital,SÃO PAULO,SP,11142
L5072-SERRA DE JAPI (1330),2026-04-01,Capital,SÃO PAULO,SP,7247
L5073-VILA GUILHERME (1331),2026-04-01,Capital,SÃO PAULO,SP,8964
L5074-VOLUNTARIOS DA PATRIA (1335),2026-04-01,Capital,SÃO PAULO,SP,5756
L5076-PIRACICABA (1337),2026-04-01,Interior,PIRACICABA,SP,7208
L5077-OSCAR FREIRE (1341),2026-04-01,Capital,SÃO PAULO,SP,8671
L5078-CAMPO BELO 2 (1342),2026-04-01,Capital,SÃO PAULO,SP,5113
L5081-VILA OLIMPIA (1345),2026-04-01,Capital,SÃO PAULO,SP,5099
L5082-VILA ANDRADE (1346),2026-04-01,Capital,SÃO PAULO,SP,8216
L5083-BARCELONA (1347),2026-04-01,RMSP,SÃO CAETANO DO SUL,SP,6562
L5084-GUAIPA (1349),2026-04-01,Capital,SÃO PAULO,SP,7453
L5086-PORTAL DO MORUMBI (1352),2026-04-01,Capital,SÃO PAULO,SP,12019
L5087-ALBERTO ANDALO (1353),2026-04-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,5566
L5088-PONTA DA PRAIA (1363),2026-04-01,Litoral,SANTOS,SP,12217
L5089-BOA VISTA (1364),2026-04-01,RMSP,SÃO CAETANO DO SUL,SP,7702
L5090-NORTE SUL (1365),2026-04-01,Interior,CAMPINAS,SP,6024
L5091-NOVA CANTAREIRA (1366),2026-04-01,Capital,SÃO PAULO,SP,8364
L5092-VILA AUGUSTA (1374),2026-04-01,RMSP,GUARULHOS,SP,8580
L5093-PERDIZES 2 (1376),2026-04-01,Capital,SÃO PAULO,SP,7268
L5095-VILLA LOBOS (1380),2026-04-01,Capital,SÃO PAULO,SP,4895
L5097-JUNDIAI (1404),2026-04-01,Interior,JUNDIAÍ,SP,7303
L5098-AUTONOMISTAS (1405),2026-04-01,RMSP,OSASCO,SP,10634
